id,name,link,osm_url,lat,lon,categories,bookable,link_ok,open_now,street,housenumber,postcode,city,address
node/6961383560,Beijer Cykel & Sport,https://beijerscykel.se/,https://www.openstreetmap.org/node/6961383560,55.5939086,12.9837641,robot_mower_seller,,,,Mariedalsvägen,52,217 43,Malmö,"Mariedalsvägen 52, 217 43 Malmö"
node/7020665252,Elon,https://www.elon.se/butiker/askersund/elon-ahlins-radio-och-tv,https://www.openstreetmap.org/node/7020665252,58.8803462,14.901881,robot_mower_seller,,,,Storgatan,29,696 30,Askersund,"Storgatan 29, 696 30 Askersund"
node/7024229432,PT:s Motor AB,https://ptsmotor.se,https://www.openstreetmap.org/node/7024229432,60.5980609,15.6261181,robot_mower_seller,,,,Timmervägen,11,791 62,Falun,"Timmervägen 11, 791 62 Falun"
node/7052573105,Norma Jeane Blomster,https://normajeaneblomster.se/,https://www.openstreetmap.org/node/7052573105,63.1743522,14.6388013,robot_mower_seller,,,,Kyrkgatan,74,831 34,Östersund,"Kyrkgatan 74, 831 34 Östersund"
node/7084370382,Beijer Byggmaterial,https://www.beijerbygg.se/privat/sv/haggvik,https://www.openstreetmap.org/node/7084370382,59.4358121,17.931856,robot_mower_seller,,,,Kuskvägen,2,19162,Sollentuna,"Kuskvägen 2, 19162 Sollentuna"
node/7100517200,Clas Ohlson,https://www.clasohlson.com,https://www.openstreetmap.org/node/7100517200,59.4288552,17.9510262,robot_mower_seller,,,,Sollentunavägen,163,19147,Sollentuna,"Sollentunavägen 163, 19147 Sollentuna"
node/7485407781,Battsam,https://www.battsam.se/,https://www.openstreetmap.org/node/7485407781,56.187664,15.6022838,robot_mower_seller,,,,,,,,
node/7553245273,XL Bygg,https://www.xlbygg.se/umea,https://www.openstreetmap.org/node/7553245273,63.8505327,20.210981,robot_mower_seller,,,,Mätarvägen,3,90133,,"Mätarvägen 3, 90133"
node/7553248368,XL Bygg,https://www.xlbygg.se/umeasyd,https://www.openstreetmap.org/node/7553248368,63.8062455,20.2644662,robot_mower_seller,,,,Lärlingsgatan,15,90422,,"Lärlingsgatan 15, 90422"
node/7600258381,Kröns Trädgård,https://kronstradgard.se,https://www.openstreetmap.org/node/7600258381,59.9792,18.8162,robot_mower_seller,,,,Tivängsvägen,11,,,Tivängsvägen 11
node/7600845721,Alla Tiders Skebo,https://allatidersskebo.se/,https://www.openstreetmap.org/node/7600845721,59.0630011,16.7109773,robot_mower_seller,,,,Sparreholmsvägen 33 B,,642 91,FLEN,"Sparreholmsvägen 33 B, 642 91 FLEN"
node/7629714003,Härnevi plantskola,https://harneviplantskola.se/,https://www.openstreetmap.org/node/7629714003,59.7131342,17.0852992,robot_mower_seller,,,,,,,,
node/7652807665,Hyr-Lund,https://www.hyrlund.se,https://www.openstreetmap.org/node/7652807665,59.8670068,17.6606519,robot_mower_seller,,,,Björkgatan,4,,,Björkgatan 4
node/7652830264,Kakel Design,https://www.kakeldesign.se,https://www.openstreetmap.org/node/7652830264,59.8664453,17.6615467,robot_mower_seller,,,,,,,,
node/7692609921,Jula,https://www.jula.se/vara-varuhus/nykoping/,https://www.openstreetmap.org/node/7692609921,58.7707861,17.0245171,robot_mower_seller,,,,Gustafsbergsstigen,4,611 67,Nyköping,"Gustafsbergsstigen 4, 611 67 Nyköping"
node/7726645701,Ahlsell Malmö Fosie,https://www.ahlsell.se/butiker/malmo-fosie/,https://www.openstreetmap.org/node/7726645701,55.5540747,13.0422286,robot_mower_seller,,,,Stenyxegatan,33,21376,Malmö,"Stenyxegatan 33, 21376 Malmö"
node/7843394621,NP Nilsson Helsingborg,https://bygghandel.npn.se,https://www.openstreetmap.org/node/7843394621,56.0736574,12.7134232,robot_mower_seller,,,,Bergavägen,17,254 66,Helsingborg,"Bergavägen 17, 254 66 Helsingborg"
node/7922833286,Elon,https://www.elon.se/butiker/skara/elon-ljud-bild-skara,https://www.openstreetmap.org/node/7922833286,58.385523,13.4367723,robot_mower_seller,,,,Marumsgatan,7,532 32,Skara,"Marumsgatan 7, 532 32 Skara"
node/7981380520,Materialmännen,https://materialmannen.se/,https://www.openstreetmap.org/node/7981380520,58.21533,16.5765819,robot_mower_seller,,,,Hagadalsgatan,8,615 32,Valdemarsvik,"Hagadalsgatan 8, 615 32 Valdemarsvik"
node/8042875915,Göteborgs Skruvcenter,https://skruvcenter.se/,https://www.openstreetmap.org/node/8042875915,57.7077514,11.8824028,robot_mower_seller,,,,Ovädersgatan,14,41834,Göteborg,"Ovädersgatan 14, 41834 Göteborg"
node/8121052931,Elgiganten,https://www.elgiganten.se,https://www.openstreetmap.org/node/8121052931,59.436648,17.9269301,robot_mower_seller,,,,Bagarbyvägen,61,19162,Sollentuna,"Bagarbyvägen 61, 19162 Sollentuna"
node/8121052977,Jula,https://www.jula.se/vara-varuhus/stockholm-haggvik/,https://www.openstreetmap.org/node/8121052977,59.4372324,17.9278267,robot_mower_seller,,,,Bagarbyvägen,61,19162,Sollentuna,"Bagarbyvägen 61, 19162 Sollentuna"
node/8121666603,Elgiganten,https://www.elgiganten.se/store/elgiganten-falun,https://www.openstreetmap.org/node/8121666603,60.6049117,15.6650199,robot_mower_seller,,,,,,,,
node/8222273678,Rusta,https://www.rusta.com/se/sv/information/varuhus/kristianstad/,https://www.openstreetmap.org/node/8222273678,56.025194,14.1191627,robot_mower_seller,,,,Herluf Trolles väg,13,,,Herluf Trolles väg 13
node/8381423718,Derome,https://www.derome.se/,https://www.openstreetmap.org/node/8381423718,56.2182873,15.6498855,robot_mower_seller,,,,,,,,
node/8475670493,Dalviks Kvarn,https://dalvikskvarn.se,https://www.openstreetmap.org/node/8475670493,60.6030874,15.6644132,robot_mower_seller,,,,Gammelvägen,16,791 41,Falun,"Gammelvägen 16, 791 41 Falun"
node/8513010821,Grustorp,https://grustorp.se/,https://www.openstreetmap.org/node/8513010821,57.8446737,13.1453903,robot_mower_seller,,,,Skabo,120,523 99,Hökerum,"Skabo 120, 523 99 Hökerum"
node/8589761806,Clas Ohlson,https://www.clasohlson.com/se/,https://www.openstreetmap.org/node/8589761806,59.2697213,17.917124,robot_mower_seller,,,,,,,,
node/8653265383,Jula,https://www.rusta.com/se/sv/information/varuhus/hassleholm/,https://www.openstreetmap.org/node/8653265383,56.1493606,13.7816285,robot_mower_seller,,,,,,,,
node/8662118764,Stoby,https://stoby.se,https://www.openstreetmap.org/node/8662118764,56.1638743,13.7356248,robot_mower_seller,,,,,,,,
node/8702483891,Bygghemma,https://www.bygghemma.se/,https://www.openstreetmap.org/node/8702483891,59.4849905,17.9175828,robot_mower_seller,,,,,,,,
node/8702483893,elon,https://www.elon.se/,https://www.openstreetmap.org/node/8702483893,59.4843281,17.9170786,robot_mower_seller,,,,,,,,
node/8755610293,Biltema,https://www.biltema.se/varuhus-och-oppettider/hassleholm/,https://www.openstreetmap.org/node/8755610293,56.1661132,13.7897771,robot_mower_seller,,,,,,,,
node/8757847605,Växtkraft Rosenhagen,https://www.vaxtkraft.se,https://www.openstreetmap.org/node/8757847605,55.6132826,13.9919231,robot_mower_seller,,,,Tranesvägen,31,27392,Skåne-Tranås,"Tranesvägen 31, 27392 Skåne-Tranås"
node/8763498517,Nysättra Såg och Hyvleri,https://www.woody.se/norrtalje,https://www.openstreetmap.org/node/8763498517,59.8086072,18.8930832,robot_mower_seller,,,,Vätövägen,496,,,Vätövägen 496
node/8841856900,Nybogården,https://nybogarden.se,https://www.openstreetmap.org/node/8841856900,60.4008406,15.7310231,robot_mower_seller,,,,,,,,
node/8874830037,LT Lantmän,https://www.ltlantman.se/butiken/butiken_i_tyringe/,https://www.openstreetmap.org/node/8874830037,56.1592216,13.6047992,robot_mower_seller,,,,,,,,
node/9105947527,Morlanda Handelsträdgård,https://www.morlandaht.se,https://www.openstreetmap.org/node/9105947527,58.1897912,11.5021934,robot_mower_seller,,,,,110,474 93,Ellös,474 93 Ellös
node/9203404286,Rusta,https://www.rusta.com,https://www.openstreetmap.org/node/9203404286,56.8093573,13.9046842,robot_mower_seller,,,,,,,,
node/9280930920,Plantagen,https://plantagen.se/se/vara-butiker/sverige/stockholm-skondal,https://www.openstreetmap.org/node/9280930920,59.2605368,18.1033554,robot_mower_seller,,,,Sköndalsvägen,3,128 69,Sköndal,"Sköndalsvägen 3, 128 69 Sköndal"
node/9380352935,Optimera,https://www.optimera.se/bygghandel/proffs/v%C3%A5ra-butiker/byggvaruhus-%C3%85rsta,https://www.openstreetmap.org/node/9380352935,59.2896054,18.0585654,robot_mower_seller,,,,,,,,
node/9450878342,Jula,https://www.jula.se/vara-varuhus/eslov/,https://www.openstreetmap.org/node/9450878342,55.8439781,13.3271472,robot_mower_seller,,,,Fallskärmsgatan,7A,241 91,Eslöv,"Fallskärmsgatan 7A, 241 91 Eslöv"
node/9479428902,Worx,https://worx.nu/,https://www.openstreetmap.org/node/9479428902,55.5623915,13.0359513,robot_mower_seller,,,,Järnyxegatan,8,21375,Malmö,"Järnyxegatan 8, 21375 Malmö"
node/9482229944,Clas Ohlson,https://www.clasolson.com,https://www.openstreetmap.org/node/9482229944,63.8257075,20.2604507,robot_mower_seller,,,,Kungsgatan,54,,,Kungsgatan 54
node/9482244404,Clas Ohlson,https://www.clasohlson.com/,https://www.openstreetmap.org/node/9482244404,63.2891298,18.7148642,robot_mower_seller,,,,Stora Torget,3,,,Stora Torget 3
node/9519217141,Elon,https://www.elon.se/butiker/limhamn/elon-knut-pers-i-limhamn-malmo,https://www.openstreetmap.org/node/9519217141,55.5816759,12.9326387,robot_mower_seller,,,,Linnégatan,41,216 14,Limhamn,"Linnégatan 41, 216 14 Limhamn"
node/9551518755,Plant that Plant,https://plantthatplant.com/,https://www.openstreetmap.org/node/9551518755,55.5966885,12.9998272,robot_mower_seller,,,,Östra Rönneholmsvägen,6,21147,Malmö,"Östra Rönneholmsvägen 6, 21147 Malmö"
node/9695726470,Bolist Utterströms,https://bolist.se/butiker/bolist-utterstroms/,https://www.openstreetmap.org/node/9695726470,63.5691781,19.4998864,robot_mower_seller,,,,Storgatan,3,,,Storgatan 3
node/9778926750,Würth,https://www.wurth.se/,https://www.openstreetmap.org/node/9778926750,59.2014151,18.1269122,robot_mower_seller,,,,,,,,
node/9853920063,Bygghemma,https://www.bygghemma.se/vara-butiker/malmo/,https://www.openstreetmap.org/node/9853920063,55.5512558,12.9940993,robot_mower_seller,,,,Nornegatan,5,215 86,Malmö,"Nornegatan 5, 215 86 Malmö"
node/9858853077,Byggfabriken,https://www.byggfabriken.com/vara-butiker/#c6174,https://www.openstreetmap.org/node/9858853077,55.6078782,13.0076076,robot_mower_seller,,,,Östergatan,5,211 25,Malmö,"Östergatan 5, 211 25 Malmö"
node/9884887179,AB Karl Hedin Bygghandel,https://www.abkarlhedin.se/bygghandel/karta/ludvika/,https://www.openstreetmap.org/node/9884887179,60.1297728,15.1766735,robot_mower_seller,,,,Snöåvägen,20,771 42,Ludvika,"Snöåvägen 20, 771 42 Ludvika"
node/9896173986,Jem & Fix,https://www.jemfix.se/hitta-butik/skara/,https://www.openstreetmap.org/node/9896173986,58.3785492,13.4147465,robot_mower_seller,,,,,,,,
node/9896173987,Elon,https://www.elon.se/butiker/skara/elon-skara,https://www.openstreetmap.org/node/9896173987,58.3789289,13.4144944,robot_mower_seller,,,,,,,,
node/9935773468,Aceratum Kåseberga,http://www.edafos.se/tradgard/,https://www.openstreetmap.org/node/9935773468,55.3958549,14.0572895,robot_mower_seller,,,,,,,,
node/9991530383,Elgiganten,https://www.elgiganten.se/store/phonehouse-varnamo,https://www.openstreetmap.org/node/9991530383,57.1852699,14.0405973,robot_mower_seller,,,,Storgatsbacken,19,33130,Värnamo,"Storgatsbacken 19, 33130 Värnamo"
node/10036051720,Clas Ohlson,https://www.clasohlson.com/,https://www.openstreetmap.org/node/10036051720,59.3166,18.0339085,robot_mower_seller,,,,,,,,
node/10128383622,Lundell & Zetterberg,https://lundell-zetterberg.nu/,https://www.openstreetmap.org/node/10128383622,59.3394113,18.0673165,robot_mower_seller,,,,,,,,
node/10251610592,Dalviks kvarn,https://dalvikskvarn.se,https://www.openstreetmap.org/node/10251610592,60.5558409,15.1186361,robot_mower_seller,,,,Åkerängstavägen,2,785 61,Djurås,"Åkerängstavägen 2, 785 61 Djurås"
node/10251669042,Dalviks kvarn,https://dalvikskvarn.se,https://www.openstreetmap.org/node/10251669042,60.442964,15.4917393,robot_mower_seller,,,,Kvarngatan,5,784 63,Borlänge,"Kvarngatan 5, 784 63 Borlänge"
node/10251713397,Dalviks kvarn,https://dalvikskvarn.se,https://www.openstreetmap.org/node/10251713397,59.8050927,15.1648616,robot_mower_seller,,,,,420,714 94,Kopparberg,714 94 Kopparberg
node/10542957736,Toolab Verktyg,https://www.toolab.se/butik,https://www.openstreetmap.org/node/10542957736,57.6555376,11.9407668,robot_mower_seller,,,,Victor Hasselblads Gata,10,42131,Västra Frölunda,"Victor Hasselblads Gata 10, 42131 Västra Frölunda"
node/10611328209,Byggmax,https://www.byggmax.se,https://www.openstreetmap.org/node/10611328209,56.169581,13.7563044,robot_mower_seller,,,,Stjärneholmsvägen,2,,,Stjärneholmsvägen 2
node/10676288471,Clas Ohlson Compact Store,https://www.clasohlson.com/,https://www.openstreetmap.org/node/10676288471,59.3091141,18.0755379,robot_mower_seller,,,,,,,,
node/10764082180,Granngården,https://www.granngarden.se/butiker/dalby,https://www.openstreetmap.org/node/10764082180,55.660486,13.3447214,robot_mower_seller,,,,Pumpvägen,15,247 50,Dalby,"Pumpvägen 15, 247 50 Dalby"
node/10780120157,Jula,https://www.jula.se/vara-varuhus/skelleftea/,https://www.openstreetmap.org/node/10780120157,64.7419503,20.9638692,robot_mower_seller,,,,Gymnasievägen,2A,931 59,Skellefteå,"Gymnasievägen 2A, 931 59 Skellefteå"
node/10837173900,Bauhaus,https://www.bauhaus.se/varuhus/botkyrka,https://www.openstreetmap.org/node/10837173900,59.238899,17.8346568,robot_mower_seller,,,,,,,,
node/10993209574,Jula Tanumshede,https://www.jula.se/vara-varuhus/tanumshede/,https://www.openstreetmap.org/node/10993209574,58.7220652,11.346383,robot_mower_seller,,,,,,,,
node/11002335327,Byggmax,https://www.byggmax.se/,https://www.openstreetmap.org/node/11002335327,58.8871067,14.897751,robot_mower_seller,,,,,,,,
node/11002351644,Rönne Trädgård,http://www.ronnetradgard.se/,https://www.openstreetmap.org/node/11002351644,58.9355917,15.0193016,robot_mower_seller,,,,,,,,
node/11037379551,Elgiganten,https://www.elgiganten.se/,https://www.openstreetmap.org/node/11037379551,59.269676,17.9185,robot_mower_seller,,,,,,,,
node/11047166460,jem & fix,https://www.jemfix.se/hitta-butik/link%C3%B6ping/,https://www.openstreetmap.org/node/11047166460,58.4320269,15.6029752,robot_mower_seller,,,,Fröstorpsgatan,10,582 73,Linköping,"Fröstorpsgatan 10, 582 73 Linköping"
node/11048252485,Byggmax,https://www.byggmax.se/butiker/tornby,https://www.openstreetmap.org/node/11048252485,58.4339337,15.6025281,robot_mower_seller,,,,Norra Svedengatan,21,582 73,Linköping,"Norra Svedengatan 21, 582 73 Linköping"
node/11049017052,Pelargonmuseum & trädgård i Torsåker,https://www.pelargonmuseet.se/,https://www.openstreetmap.org/node/11049017052,60.5059306,16.4805237,robot_mower_seller,,,,Forsvägen,19,81395,Torsåker,"Forsvägen 19, 81395 Torsåker"
node/11051909477,Colorama,https://www.colorama.se/butiker/tranas/,https://www.openstreetmap.org/node/11051909477,58.0363286,14.9779009,robot_mower_seller,,,,Storgatan,36,,,Storgatan 36
node/11056584888,Hornbach,https://www.hornbach.se/varuhusinfo/hornbach-botkyrka-stockholm/,https://www.openstreetmap.org/node/11056584888,59.2531837,17.862702,robot_mower_seller,,,,,,,,
node/11161684135,Jem & fix,https://www.jemfix.se/,https://www.openstreetmap.org/node/11161684135,56.3867936,14.0015629,robot_mower_seller,,,,,,,,
node/11386321686,Brukbar Cirkulär Järnhandel,https://www.brukbar.nu/,https://www.openstreetmap.org/node/11386321686,59.6510568,17.0825136,robot_mower_seller,,,,,,,,
node/11421775495,Jula,https://www.jula.se/vara-varuhus/falun/,https://www.openstreetmap.org/node/11421775495,60.5773217,15.6074572,robot_mower_seller,,,,,,,,
node/11423655755,Östkustens Markis och Solskydd,http://ostkustensmarkis.se,https://www.openstreetmap.org/node/11423655755,58.2095173,16.5798646,robot_mower_seller,,,,Bäckadalsgatan,1,61532,Valdemarsvik,"Bäckadalsgatan 1, 61532 Valdemarsvik"
node/11654691610,VJB Järnhandel,http://vjb.nu,https://www.openstreetmap.org/node/11654691610,65.8188845,15.086029,robot_mower_seller,,,,Blå vägen,44,,,Blå vägen 44
node/11658240681,XL Bygg,https://www.xlbygg.se/butiker/xl-bygg-grabo/,https://www.openstreetmap.org/node/11658240681,57.8405739,12.2872639,robot_mower_seller,,,,,,,,
node/11874938480,Thansen,https://www.thansen.se,https://www.openstreetmap.org/node/11874938480,60.4860961,15.4155051,robot_mower_seller,,,,Maskinistgatan,4B,781 70,Borlänge,"Maskinistgatan 4B, 781 70 Borlänge"
node/11901411900,Mårdsmålens Handelsträdgård,https://mardsmalens.se/,https://www.openstreetmap.org/node/11901411900,58.058582,14.9726553,robot_mower_seller,,,,,,,,
node/11950485438,Plantagen,https://plantagen.se/se/vara-butiker/sverige/stockholm-haggvik,https://www.openstreetmap.org/node/11950485438,59.437928,17.9305024,robot_mower_seller,,,,Mossvägen,5,19162,Sollentuna,"Mossvägen 5, 19162 Sollentuna"
node/11961757888,Byggmax,https://www.byggmax.se/butiker/tanumshede,https://www.openstreetmap.org/node/11961757888,58.7217505,11.3452511,robot_mower_seller,,,,Brehogsvägen,5,,,Brehogsvägen 5
node/11990985299,Emma Stark Art,https://www.facebook.com/starktattoo/,https://www.openstreetmap.org/node/11990985299,57.6933263,11.9557691,robot_mower_seller,,,,Kastellgatan,24,413 07,Göteborg,"Kastellgatan 24, 413 07 Göteborg"
node/12033015062,Hedentorps Plantskola,https://www.hedentorps.se/,https://www.openstreetmap.org/node/12033015062,56.227561,12.8423775,robot_mower_seller,,,,Kullavägen,95,,,Kullavägen 95
node/12041217269,Bolist Lidingö Järn & Färg,https://lidingojarn.se,https://www.openstreetmap.org/node/12041217269,59.3678066,18.150608,robot_mower_seller,,,,Stockholmsvägen,72,181 21,,"Stockholmsvägen 72, 181 21"
node/12054699569,Butik Björkholmen,https://instagram.com/butik_bjorkholmen,https://www.openstreetmap.org/node/12054699569,56.7693235,14.8080284,robot_mower_seller,,,,Tävelsås 1,,35595,,"Tävelsås 1, 35595"
node/12054699669,Skillnadens Handelsträdgård,https://www.sarabackmo.se/handelstradgarden/,https://www.openstreetmap.org/node/12054699669,56.7241481,14.7562923,robot_mower_seller,,,,Hagtorpet,1,35596,,"Hagtorpet 1, 35596"
node/12092932604,Odla.nu,https://www.odla.nu/,https://www.openstreetmap.org/node/12092932604,56.0264128,14.2062337,robot_mower_seller,,,,,,,,
node/12137827118,Beijer Byggmaterial,https://www.beijerbygg.se/,https://www.openstreetmap.org/node/12137827118,62.4143361,17.3499875,robot_mower_seller,,,,,,,,
node/12142693847,Jula Barkarby,https://www.jula.se/vara-varuhus/stockholm-barkarby/,https://www.openstreetmap.org/node/12142693847,59.4140287,17.8558318,robot_mower_seller,,,,Enköpingsvägen,31,17738,Järfälla,"Enköpingsvägen 31, 17738 Järfälla"
node/12146569752,Freetrailer släputhyrning - Byggmax,https://freetrailer.com/se/samarbetspartners/byggmax/,https://www.openstreetmap.org/node/12146569752,60.6290425,16.8247131,robot_mower_seller,,,,Mullervägen,16,81193,Sandviken,"Mullervägen 16, 81193 Sandviken"
node/12182434969,Blomsterlandet,https://www.blomsterlandet.se/hitta-din-butik/nykoping/,https://www.openstreetmap.org/node/12182434969,58.7700859,17.0251608,robot_mower_seller,,,,Gustafsbergsstigen,4,611 67,Nyköping,"Gustafsbergsstigen 4, 611 67 Nyköping"
node/12194642981,Sjöbloms VVS,https://www.sjoblomsvvs.com/,https://www.openstreetmap.org/node/12194642981,63.8627865,20.3039495,robot_mower_seller,,,,,,,,
node/12361302509,K-Bygg,https://k-bygg.se/,https://www.openstreetmap.org/node/12361302509,57.7091822,11.8439976,robot_mower_seller,,,,Kärrlyckegatan,26,41878,Göteborg,"Kärrlyckegatan 26, 41878 Göteborg"
node/12450325355,Elgiganten,https://www.elgiganten.se/store/phonehouse-malmo-burlov,https://www.openstreetmap.org/node/12450325355,55.6398797,13.0859953,robot_mower_seller,,,,,,,,
node/12495837968,Järnia,https://bolist.se/butiker/bolist-hammaro/,https://www.openstreetmap.org/node/12495837968,59.3435959,13.4988661,robot_mower_seller,,,,Skraggevägen,2,66341,Hammarö,"Skraggevägen 2, 66341 Hammarö"
node/12511119417,Bolist,https://bolist.se/butiker/kalix-parallellgatan/,https://www.openstreetmap.org/node/12511119417,65.8545954,23.1443762,robot_mower_seller,,,,Parallellgatan,13,952 33,Kalix,"Parallellgatan 13, 952 33 Kalix"
node/12540046404,thansen,https://www.thansen.se/,https://www.openstreetmap.org/node/12540046404,55.8751885,12.8587712,robot_mower_seller,,,,Frögatan,,,,Frögatan
node/12555943336,Roctexo Aerospace,https://www.roctexo.com,https://www.openstreetmap.org/node/12555943336,57.178708,14.0585612,robot_mower_seller,,,,Malmövägen,12,33142,Värnamo,"Malmövägen 12, 33142 Värnamo"
node/12560115241,Elgiganten,https://www.elgiganten.se/,https://www.openstreetmap.org/node/12560115241,59.616854,17.848422,robot_mower_seller,,,,,,,,
node/12695051611,JULA,https://www.jula.se/vara-varuhus/vasteras-halla/,https://www.openstreetmap.org/node/12695051611,59.6081343,16.6093171,robot_mower_seller,,,,Kranbyggargatan,10,72134,Västerås,"Kranbyggargatan 10, 72134 Västerås"
node/12703668639,Bolist Jonssons Trä,https://www.facebook.com/p/Jonssons-Trä-AB-100063680647917/,https://www.openstreetmap.org/node/12703668639,56.8701385,16.6635275,robot_mower_seller,,,,Fabriksvägen,4,387 36,Borgholm,"Fabriksvägen 4, 387 36 Borgholm"
node/12875770242,XL-BYGG Skärhamn,https://www.xlbygg.se/butiker/xl-bygg-skarhamn/,https://www.openstreetmap.org/node/12875770242,57.9863439,11.5597458,robot_mower_seller,,,,Enebacken,3,47133,Skärhamn,"Enebacken 3, 47133 Skärhamn"
node/12905453262,Byggmax,https://www.byggmax.se/shops/shop/info/store_number/1338/,https://www.openstreetmap.org/node/12905453262,59.2129824,17.9261723,robot_mower_seller,,,,Alfred Nobels Allé,107,14648,Tullinge,"Alfred Nobels Allé 107, 14648 Tullinge"
node/12972955441,Lilla trädgårdsbutiken,https://www.lillatradgardsbutiken.se/,https://www.openstreetmap.org/node/12972955441,57.7524993,12.1833417,robot_mower_seller,,,,,,,,
node/13005404292,JULA,https://www.jula.se/vara-varuhus/vasteras-erikslund/,https://www.openstreetmap.org/node/13005404292,59.6094797,16.464273,robot_mower_seller,,,,Hallsta Gårdsgata,7,72138,Västerås,"Hallsta Gårdsgata 7, 72138 Västerås"
node/13072942309,Elon,https://www.elon.se,https://www.openstreetmap.org/node/13072942309,59.4282276,17.9510493,robot_mower_seller,,,,Sollentunavägen,163C,19147,Sollentuna,"Sollentunavägen 163C, 19147 Sollentuna"
node/13136652474,Gissléns Villa-Mark-Trädgård,https://www.gisslens.se/,https://www.openstreetmap.org/node/13136652474,57.5763937,12.0896179,robot_mower_seller,,,,Smidesvägen,6,437 36,Lindome,"Smidesvägen 6, 437 36 Lindome"
way/5345174,Slottsträdgården Ulriksdal,http://www.rappne.nu,https://www.openstreetmap.org/way/5345174,59.3930501,18.0095558,robot_mower_seller,,,,,,,,
way/9076221,Bygma,https://www.bygma.se/webshop/webshop.aspx,https://www.openstreetmap.org/way/9076221,59.514385,17.899934,robot_mower_seller,,,,Optimusvägen,37,194 34,Upplands Väsby,"Optimusvägen 37, 194 34 Upplands Väsby"
way/15351156,Beijer Byggmaterial,https://www.beijerbygg.se/privat/sv/jarfalla,https://www.openstreetmap.org/way/15351156,59.4102003,17.8402853,robot_mower_seller,,,,Nettovägen,4,175 41,Järfälla,"Nettovägen 4, 175 41 Järfälla"
way/15676113,Elgiganten,https://www.elgiganten.se/store/elgiganten-barkarby,https://www.openstreetmap.org/way/15676113,59.421634,17.854593,robot_mower_seller,,,,Enköpingsvägen,39,17738,,"Enköpingsvägen 39, 17738"
way/17960819,Ahlsell,https://www.ahlsell.se/butiker/kungens-kurva/,https://www.openstreetmap.org/way/17960819,59.2684912,17.9219989,robot_mower_seller,,,,Tangentvägen,3,141 75,Kungens Kurva,"Tangentvägen 3, 141 75 Kungens Kurva"
way/27570277,Åkersberga Växtförsäljning,https://www.bergavaxter.se/,https://www.openstreetmap.org/way/27570277,59.4919614,18.265885,robot_mower_seller,,,,Stora Säbyvägen,1,184 42,Åkersberga,"Stora Säbyvägen 1, 184 42 Åkersberga"
way/28082382,Jula,https://www.jula.se/vara-varuhus/stockholm-bromma/,https://www.openstreetmap.org/way/28082382,59.3573733,17.9493161,robot_mower_seller,,,,Ulvsundavägen,191,168 67,Bromma,"Ulvsundavägen 191, 168 67 Bromma"
way/28244394,Biltema,https://www.biltema.se/varuhus-och-oppettider/goteborg-backaplan/,https://www.openstreetmap.org/way/28244394,57.7260207,11.9619317,robot_mower_seller,,,,Östra Magårdsvägen,4,417 30,,"Östra Magårdsvägen 4, 417 30"
way/28499843,Wiberger,https://www.wiberger.se/,https://www.openstreetmap.org/way/28499843,57.7607342,11.9962539,robot_mower_seller,,,,Transportgatan,5A,422 46,Hisings Backa,"Transportgatan 5A, 422 46 Hisings Backa"
way/35111392,Biltema,https://www.biltema.se/sv/Varuhus/uppsala/,https://www.openstreetmap.org/way/35111392,59.8496744,17.6899337,robot_mower_seller,,,,Bolandsgatan,17,753 23,Uppsala,"Bolandsgatan 17, 753 23 Uppsala"
way/36820846,HORNBACH,https://www.hornbach.se,https://www.openstreetmap.org/way/36820846,57.7305375,11.9468634,robot_mower_seller,,,,Minelundsvägen,8,41705,Göteborg,"Minelundsvägen 8, 41705 Göteborg"
way/37856727,Bauhaus,https://www.bauhaus.se,https://www.openstreetmap.org/way/37856727,55.5518698,12.9976665,robot_mower_seller,,,,Nornegatan,8,215 86,,"Nornegatan 8, 215 86"
way/45316394,Plantagen,https://www.plantagen.se/butiker/butik/?sid=336,https://www.openstreetmap.org/way/45316394,57.6446254,11.9381906,robot_mower_seller,,,,Askims Pilegårdsväg,1,436 34,,"Askims Pilegårdsväg 1, 436 34"
way/47848890,Plantagen,https://www.plantagen.se/butiker/butik/?sid=341,https://www.openstreetmap.org/way/47848890,60.6081537,15.6565152,robot_mower_seller,,,,Bataljonsvägen,7,,Falun,"Bataljonsvägen 7, Falun"
way/54150036,Beijer Byggmaterial,https://www.beijerbygg.se/privat/sv/malmo-dalaplan,https://www.openstreetmap.org/way/54150036,55.5827304,13.0093127,robot_mower_seller,,,,Fosievägen,2,21431,Malmö,"Fosievägen 2, 21431 Malmö"
way/56058154,Stackmora Trädgård,http://www.stackmora.com,https://www.openstreetmap.org/way/56058154,61.1296375,14.6748424,robot_mower_seller,,,,,,,,
way/60093271,Torsångs Handelsträdgård,https://www.torsangshandelstradgard.se/,https://www.openstreetmap.org/way/60093271,60.4633671,15.5569552,robot_mower_seller,,,,,113,781 94,Borlänge,781 94 Borlänge
way/60523544,Billbäcks plantskola,https://www.billbacks.se,https://www.openstreetmap.org/way/60523544,58.6463211,16.0346408,robot_mower_seller,,,,,,,,
way/69557763,Biltema,https://www.biltema.se/,https://www.openstreetmap.org/way/69557763,58.4300009,15.5897645,robot_mower_seller,,,,Västra Svedengatan,1,,Linköping,"Västra Svedengatan 1, Linköping"
